A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,target_label
36,9410.24539,1.159031042,4,27.78795861,1.053010347,1,0.946989653,0.053010347,0,0,0,0.053010347,0,0.946989653,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.053010347,0.946989653,0,0,0,0,0.946989653,0.053010347,0,0,1,1,0,0,0,0,1,0,0,0.053010347,0.946989653,0.946989653,0.053010347,0,0,0,1,0,1,bad
30.13314793,4594.57767,2.25554783,3.25554783,46.33356509,2.74445217,1.25554783,0,0.25554783,0,0.74445217,0,0,0,0.74445217,0.25554783,0.74445217,0,0,0,0,0,0,0,0,0.25554783,0,0,0.25554783,0.74445217,0,0.74445217,0,0,0.25554783,0,0,0,0,1,0,0,1,0,0.74445217,0.25554783,0,0,1,0,0.25554783,0.74445217,0,0.74445217,0.25554783,0,0,0.25554783,0.74445217,0,1,bad
34.63458887,2390.258134,4,1.341352782,33.22756852,1,1,0.886215739,0.113784261,0,0,0,0,0,1,0,0,0,0,0,0,0,0.113784261,0.886215739,0,0,0,0,1,0,0,0,0,1,0,0,0.113784261,0,0,0.886215739,0,0,1,0,0,0.886215739,0.113784261,0,1,0,0,0.113784261,0.886215739,0,0.113784261,0,0.886215739,0.886215739,0.113784261,0,1,bad
10.84478201,1303.086526,3.577608994,2.732826981,26.15521799,1,1,0.422391006,0,0,0.577608994,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.422391006,0,0.577608994,0.577608994,0,0.422391006,0,0,0.422391006,0,0,0.577608994,0,0.577608994,0.422391006,0.422391006,0.577608994,0,0,0,1,0,0,0.577608994,0.422391006,0,0.422391006,0,0.577608994,1,0,0,1,bad
20.16741528,3112.916292,1.18061794,4,26.9030897,1,1,0,1,0,0,0,0,0,0.18061794,0.81938206,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.81938206,0.18061794,0,0,0,0,1,0,1,0,0,0,1,0,0,0.18061794,0.81938206,0,0.81938206,0,0.18061794,1,0,0,1,bad
27.17542475,4300.364322,3.694152508,3.305847492,35.10644013,1,1,0.694152508,0.305847492,0,0,0,0,0.694152508,0.305847492,0,0.305847492,0,0,0.694152508,0,0,0,0,0,0,0,0,1,0,0,0,0,0.305847492,0.694152508,0,0.305847492,0.694152508,0,0,0,0,1,0,0.305847492,0.694152508,0,0,1,0,0,0.694152508,0.305847492,0.694152508,0.305847492,0,0,0.305847492,0.694152508,0,1,bad
24.76836195,4289.780414,2.64632761,3.45122413,32.32918979,1.45122413,1,0.54877587,0.45122413,0,0,0,0.45122413,0.54877587,0,0,0,0,0,1,0,0,0,0,0,0,0,0.45122413,0.54877587,0,0,0.45122413,0,0,0.54877587,0,0.45122413,0.54877587,0,0,0,0,1,0.45122413,0,0.54877587,0,0,1,0,0,1,0,0.54877587,0.45122413,0,0,0.45122413,0.54877587,0,1,bad
24,3614.811899,2.089682617,4,30.64126953,1.910317383,1,0,0.089682617,0,0.910317383,0.089682617,0,0,0.910317383,0,0,0,0,0.089682617,0,0,0.910317383,0,0,0,0.910317383,0,0.089682617,0,0,0,0.089682617,0,0.910317383,0,0,0,0,1,0,0,1,1,0,0,0,0.089682617,0.910317383,0,0,1,0,0,1,0,0,1,0,0,1,bad
19.14896137,4821.986386,3.216635193,3.566729614,39.10056652,2,1,0.216635193,0.783364807,0,0,0,1,0,0,0,0,0,0,0,0.783364807,0,0.216635193,0,0,0,0,0,1,0,0,0,0,0.216635193,0.783364807,0,0,0,0,1,0.783364807,0,0.216635193,0,1,0,0,0,1,0,0,0.216635193,0.783364807,0,0.783364807,0,0.216635193,0.216635193,0.783364807,0,1,bad
14.56967175,4848.781761,3,4,45.14139313,2,1.214139313,0,1,0,0,0,0.785860687,0.214139313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.214139313,0,0,0.785860687,0,0,0,0,1,0.785860687,0,0.214139313,0,0.785860687,0.214139313,0,0,1,0,0.214139313,0,0.785860687,0,1,0,0,0.214139313,0.785860687,0,1,bad
20.33352048,2752.831555,2.38892008,2.77784016,26.72187912,1.61107992,1,0.38892008,0,0,0.61107992,0,0.61107992,0,0.38892008,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.38892008,0.61107992,0,0,0,0.38892008,0,0,0.61107992,0,0,1,0,1,0,0,0.61107992,0.38892008,0,0,0.61107992,0.38892008,0,0.61107992,0,0.38892008,0.61107992,0.38892008,0,1,bad
20.08128832,1940.224949,4,4,25.77505109,1.346881386,1,0.346881386,0,0,0.653118614,0,0.346881386,0,0.653118614,0,0.346881386,0,0,0,0,0,0,0.653118614,0,0,0,0,1,0,0,0,0,0.653118614,0.346881386,0,0.653118614,0.346881386,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.653118614,0.346881386,0,1,bad
19.64264672,3126.867399,1.821323361,3.452451093,27.36887227,1,1,0,1,0,0,0.273774454,0,0,0,0.726225546,0.273774454,0,0,0.726225546,0,0,0,0,0,0,0,0,1,0,0,0.273774454,0,0.726225546,0,0,0.726225546,0,0,0.273774454,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.726225546,0.273774454,0,1,bad
18.22303616,3966.892145,1.044607231,3.955392769,33.26764339,2.955392769,1,0,1,0,0,0,0.977696384,0,0.022303616,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.022303616,0,0,0.977696384,0,0.977696384,0,0,0.022303616,0,0,1,0.022303616,0,0,0.977696384,0.977696384,0.022303616,0,0,0.022303616,0.977696384,0,0.977696384,0,0.022303616,0.022303616,0.977696384,0,1,bad
41.76482911,3964.216097,4,2.984321941,34.03135612,1,1.015678059,0.015678059,0.984321941,0,0,0,0,0,1,0,0.015678059,0,0,0,0,0,0.984321941,0,0,0,0,0,1,0,0,0.015678059,0,0.984321941,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.984321941,0.015678059,0,1,bad
29.74634694,2228.908533,4,3.218293367,47.6195204,2,1,0.609146683,0.390853317,0,0,0,0.390853317,0.609146683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.390853317,0,0,0.609146683,0,0,0,0.390853317,0.609146683,0,0.390853317,0.609146683,0,0.390853317,0.609146683,0,1,0,0,0.609146683,0,0.390853317,0,1,0,0,0.390853317,0.609146683,0.390853317,0.609146683,bad
48,3918.151086,4,2.488363005,39.95345202,1,1.244181503,0,0.244181503,0,0.755818497,0,0,0,1,0,0.755818497,0,0,0,0.244181503,0,0,0,0,0,0,0,0.244181503,0,0.755818497,0.755818497,0.244181503,0,0,0,0,0.755818497,0,0.244181503,0,0,1,0,0,0.244181503,0.755818497,0.755818497,0.244181503,0,0.244181503,0.755818497,0,0,1,0,0,1,0,0,1,bad
25.35505183,2427.676425,3.225841972,3.225841972,22.61292099,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.387079014,0.612920986,0,0,0,0.612920986,0,0,0.387079014,0,0,1,0.387079014,0,0,0.612920986,0,1,0,0,0.387079014,0.612920986,0,1,0,0,1,0,0,1,bad
11.13027313,953.3192716,3.130273132,3.420182088,27.57981791,3.130273132,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.710091044,0,0.289908956,0,0,0.289908956,0,0.710091044,0,0,1,0,0,0,0,0,1,1,0,0,0,0.710091044,0.289908956,0,0,0.289908956,0.710091044,0,1,0,0,1,0,0.289908956,0.710091044,bad
12,888.3092807,4,3.948453223,40.53607901,1,1.974226612,0.974226612,0.025773388,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.974226612,0,0.025773388,0.025773388,0,0,0.974226612,0,0,0,0.025773388,0.974226612,0,0,1,1,0,0,0,0.974226612,0.025773388,0,0,1,0,0,0.025773388,0,0.974226612,1,0,0,1,bad
33.91259304,5047.476709,1.478244187,3.521755813,29.47824419,1.521755813,1,0.478244187,0,0,0.521755813,0,0.478244187,0,0,0.521755813,0,0,0,0.478244187,0.521755813,0,0,0,0,0,0,0,0.478244187,0,0.521755813,1,0,0,0,0,1,0,0,0,0,0,1,0.478244187,0.521755813,0,0,0.521755813,0.478244187,0,0,1,0,0.478244187,0.521755813,0,0,0,1,0,1,bad
22.45640154,1343.279654,4,2,36.69128031,2,1.897093436,0,0,1,0,0,0.897093436,0,0,0.102906564,0,0,0,0,0.897093436,0,0.102906564,0,0,0,0,0,0.102906564,0,0.897093436,0,0.897093436,0.102906564,0,0,0,0,0,1,0,0,1,0.102906564,0,0,0.897093436,0.897093436,0.102906564,0,0,1,0,0.102906564,0,0,0.897093436,0.897093436,0.102906564,0,1,bad
11.5478648,722.9185051,3.849288266,3.698576531,39.04074745,1,1.849288266,0,0,0.150711734,0.849288266,0,0,0,1,0,0,0,0.849288266,0,0,0,0.150711734,0,0,0,0,0,1,0,0,0.150711734,0,0,0.849288266,0,0.150711734,0,0,0.849288266,0,0,1,0.849288266,0,0,0.150711734,0.849288266,0.150711734,0,0,1,0,0,0,0,1,1,0,0,1,bad
29.70747298,4704.84671,2.237811374,4,24.76218863,1.237811374,1.237811374,0.762188626,0.237811374,0,0,0,0.762188626,0,0,0.237811374,0,0,0,0.762188626,0,0,0,0,0,0.237811374,0,0,1,0,0,0,0,0.762188626,0.237811374,0,0.762188626,0,0,0.237811374,0,0,1,0.762188626,0,0.237811374,0,0.762188626,0.237811374,0,0.237811374,0.762188626,0,0,0.237811374,0,0.762188626,1,0,0,1,bad
40.91389141,6023.817432,4,3.114236426,29.62743779,1,1,0.114236426,0.885763574,0,0,0,0.885763574,0.114236426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.885763574,0,0,0.114236426,0,0,0,0,1,0,0,1,0,0,1,0,0.885763574,0.114236426,0,0.114236426,0.885763574,0,0,1,0,0,0.114236426,0.885763574,0,1,bad
18,1035.112193,3.686917846,2,31.95639282,1,1,0.895639282,0.104360718,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.104360718,0,0.895639282,0.895639282,0,0.104360718,0,0,1,0,0,0,0,0,1,0.104360718,0.895639282,0,0,0,1,0,0,1,0,0,0.895639282,0,0.104360718,1,0,0,1,bad
18.70579101,2240.132433,3.279407959,3.279407959,59.16177612,2,1,0.279407959,0.720592041,0,0,0,0.720592041,0.279407959,0,0,0,0,0,0.720592041,0.279407959,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.720592041,0.279407959,0,0.279407959,0.720592041,0,0.279407959,0.720592041,0,0,1,0,0,0.720592041,0.279407959,0,1,bad
38.77447185,4932.24824,2.008352894,2.016705789,25.1503521,2,1,0.991647106,0.008352894,0,0,0,1,0,0,0,0,0,0,0,0.008352894,0,0.991647106,0,0,0,0,0,1,0,0,0,0.991647106,0,0.008352894,0,0,0,0,1,0.008352894,0.991647106,0,0,0.008352894,0,0.991647106,0,1,0,0,0.991647106,0.008352894,0,1,0,0,0.991647106,0.008352894,0,1,bad
12,683.9382725,4,3.981481739,39.87654493,1,1.993827246,0,1,0,0,0,0,0,1,0,0,0,0.993827246,0,0,0,0.006172754,0,0,0,0.006172754,0,0.993827246,0,0,0.993827246,0.006172754,0,0,0,0,0,0.006172754,0.993827246,0,0,1,0.993827246,0.006172754,0,0,0,1,0,0,0.006172754,0.993827246,0,0.006172754,0,0.993827246,1,0,0,1,bad
50.51165103,15058.95936,2.418608505,2.837217011,38.81408067,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.581391495,0,0.418608505,0,0,0,0,0,1,0,0,1,0.581391495,0,0.418608505,0,0,1,0,0,0.581391495,0.418608505,0,1,0,0,0,1,0,1,bad
12,644.1423269,3.385005869,3.692502935,24.30749707,1,1,0.307497065,0.692502935,0,0,0.692502935,0,0,0.307497065,0,0,0,0,0,0.307497065,0,0.692502935,0,0,0,0,0,1,0,0,0.692502935,0.307497065,0,0,0,0.692502935,0,0.307497065,0,0,0,1,0.307497065,0,0,0.692502935,1,0,0,0,1,0,0,0,0,1,1,0,0,1,bad
44.70982368,7445.497337,2.907844548,2.728103634,33.82939906,1,1.364051817,0.635948183,0.364051817,0,0,0,0,0,1,0,0,0,0,0,0.635948183,0,0,0,0,0.364051817,0.635948183,0,0,0,0.364051817,0,0,0.635948183,0.364051817,0,0.635948183,0,0,0.364051817,0,0,1,0,1,0,0,0,1,0,0.364051817,0.635948183,0,0.635948183,0.364051817,0,0,0.635948183,0.364051817,0,1,bad
12.23650489,950.921165,4,3.980291259,27.21679615,3.940873777,1.019708741,0.980291259,0,0.019708741,0,0,0,0,1,0,0,0,0,0.980291259,0.019708741,0,0,0,0,0,0.980291259,0,0.019708741,0,0,0,0.019708741,0.980291259,0,0,0.980291259,0,0,0.019708741,0,0,1,0.980291259,0,0.019708741,0,1,0,0,0.019708741,0,0.980291259,0,1,0,0,1,0,0,1,bad
51.73254839,5850.243219,3.266715726,2.633357863,25.90007359,1,1,0.366642137,0.633357863,0,0,0,0.633357863,0,0.366642137,0,0,0,0.633357863,0,0,0,0.366642137,0,0,0,0.366642137,0,0.633357863,0,0,1,0,0,0,0,0,0,0.366642137,0.633357863,0,0,1,0.366642137,0,0.633357863,0,0.633357863,0.366642137,0,0,1,0,0,1,0,0,0.366642137,0.633357863,0,1,bad
23.36831034,1281.508686,4,2,31.43849808,1,1,0,1,0,0,0,0,0,1,0,0,0.07018774,0,0,0,0,0.92981226,0,0,0,0.92981226,0,0,0,0.07018774,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.92981226,0.07018774,0,0.07018774,0,0.92981226,1,0,0,1,bad
18.2736205,2318.270345,2.727471222,2.272528778,32.27471222,1,1,0,0.363735611,0.636264389,0,0,0,0,1,0,0,0,0,0,0.363735611,0,0.636264389,0,0,0,0,0,1,0,0,0,0,0.636264389,0.363735611,0,0.636264389,0,0,0.363735611,0.363735611,0,0.636264389,0,0,0,1,0,1,0,0,1,0,0,0.363735611,0,0.636264389,1,0,0,1,bad
21.143192,2039,1,2.428403999,21.04773067,1,1,0.523865334,0.476134666,0,0,0,0,0,1,0,0,0,0,0.476134666,0,0,0.523865334,0,0,0,0,0,1,0,0,0.476134666,0,0.523865334,0,0,0.476134666,0,0.523865334,0,0,0,1,0,0.523865334,0,0.476134666,0.476134666,0.523865334,0,0,0.523865334,0.476134666,0,1,0,0,0.476134666,0.523865334,0,1,bad
28.64114192,5260.724209,3.094094611,2.905905389,37.96495927,2,1,0.547047306,0.452952694,0,0,0,0.547047306,0,0,0.452952694,0.452952694,0,0,0,0.547047306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.547047306,0.452952694,0,0,1,0.547047306,0.452952694,0,0,0,0.547047306,0.452952694,0,1,0,0.547047306,0.452952694,0,0,0.547047306,0.452952694,0,1,bad
29.12135292,7575.503847,1.370711764,4,45.8100353,1,1.629288236,0,1,0,0,0.370711764,0,0,0.629288236,0,0.370711764,0,0,0,0,0,0,0,0,0.629288236,0,0,0.370711764,0,0.629288236,0,0.370711764,0,0.629288236,0,0.370711764,0,0,0.629288236,0,0.370711764,0.629288236,0.370711764,0.629288236,0,0,0,1,0,0.629288236,0,0.370711764,0,1,0,0,0.370711764,0.629288236,0,1,bad
35.61652553,3076.511299,3.484021897,2.968043794,24.90413138,1.484021897,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.515978103,0,0.484021897,0,0,0,0.484021897,0.515978103,0,0,0,0,0.515978103,0.484021897,0,0,1,0.515978103,0,0,0.484021897,0,1,0,0,0.484021897,0.515978103,0,1,0,0,0.484021897,0.515978103,0,1,bad
27.77007057,2418.450439,4,3.442517643,23.3716549,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.814172548,0,0,0.185827452,0.814172548,0,0,0.185827452,0,0,1,0.185827452,0,0,0.814172548,0,1,0,0,0.185827452,0.814172548,0,0.814172548,0.185827452,0,1,0,0,1,bad
24,4080.896518,3,3.450877696,33.98244608,1.450877696,1.450877696,0.549122304,0.450877696,0,0,0,0,0,0.549122304,0.450877696,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.549122304,0,0.450877696,0,0,0.549122304,0,0.450877696,0,0,1,0.549122304,0,0.450877696,0,0.450877696,0.549122304,0,0,0.549122304,0.450877696,0,1,0,0,0.450877696,0.549122304,0,1,bad
24,1356.433877,4,2.937355097,40.18793471,1.062644903,1.062644903,0,1,0,0,0.937355097,0,0.062644903,0,0,0,0,0,0,0.062644903,0.937355097,0,0,0,0,0,0,0.062644903,0,0.937355097,0,0,0,0.937355097,0.062644903,0,0,0,1,0,0,1,0.937355097,0,0,0.062644903,0,0.062644903,0.937355097,0.062644903,0.937355097,0,0.937355097,0.062644903,0,0,0.062644903,0.937355097,0,1,bad
33.16751254,8257.010154,2,2.629441658,31.03553327,1.314720829,1.685279171,0.314720829,0.685279171,0,0,0,0,0,0.685279171,0.314720829,0.314720829,0,0,0,0,0,0,0,0,0.685279171,0,0,1,0,0,0.685279171,0,0,0.314720829,0,0.314720829,0,0,0.685279171,0,0,1,0,0.685279171,0.314720829,0,0,1,0,0.314720829,0.685279171,0,0.314720829,0.685279171,0,0,0.685279171,0.314720829,0,1,bad
48,10023.68511,1.381347974,2,32.86426354,1,1,0.618652026,0,0,0.381347974,0,0.381347974,0,0.618652026,0,0,0,0,0.618652026,0.381347974,0,0,0,0,0,0,0.381347974,0.618652026,0,0,0.381347974,0,0.618652026,0,0,0.618652026,0,0,0.381347974,0,0,1,0.618652026,0,0.381347974,0,0.381347974,0.618652026,0,0.381347974,0.618652026,0,0,1,0,0,0.381347974,0.618652026,0,1,bad
12,703.2954689,4,3.049244813,51.77084647,1.475377593,1,0,1,0,0,0.475377593,0,0,0.524622407,0,0,0,0,0,0.475377593,0,0.524622407,0,0,0,0,0,1,0,0,0,0,0.475377593,0.524622407,0,0,0,0,1,0,0,1,0.475377593,0,0,0.524622407,0.475377593,0,0.524622407,0,1,0,0,0.475377593,0,0.524622407,0.524622407,0.475377593,0,1,bad
25.75170111,4288.731519,2.449659778,3.516780074,31.21473874,1.516780074,1,0.483219926,0.516780074,0,0,0,0.516780074,0.483219926,0,0,0,0,0,1,0,0,0,0,0,0,0,0.516780074,0.483219926,0,0,0.516780074,0,0,0.483219926,0,0.516780074,0.483219926,0,0,0,0,1,0.516780074,0,0.483219926,0,0,1,0,0,1,0,0.483219926,0.516780074,0,0,0.516780074,0.483219926,0,1,bad
19.7123061,2241.185419,3.856153049,2.143846951,32.28076525,2,1,0.143846951,0.856153049,0,0,0,0.856153049,0,0,0.143846951,0,0,0,0,1,0,0,0,0,0,0.143846951,0,0.856153049,0,0,0.856153049,0,0.143846951,0,0,0.143846951,0,0.856153049,0,0,0.856153049,0.143846951,0.143846951,0.856153049,0,0,0.856153049,0.143846951,0,0,0.143846951,0.856153049,0,1,0,0,1,0,0.856153049,0.143846951,bad
23.83671734,1207.244924,4,3.972786223,23.97278622,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.027213777,0.972786223,0,0,0,1,0,0,0,1,0,1,0,0,0.972786223,0.027213777,0,1,bad
41.84633404,15558.3037,1.853484144,2.293031712,29.59321353,1,1,0.853484144,0.146515856,0,0,0,0,0,1,0,0.853484144,0,0,0,0.146515856,0,0,0,0,0,0,0,1,0,0,0.853484144,0,0,0.146515856,0,0,0,0,1,0,0,1,0.853484144,0,0.146515856,0,0.146515856,0.853484144,0,0,1,0,0.146515856,0.853484144,0,0,0,1,0,1,bad
13.53302545,1473.268822,2.511008485,1.766512727,26.7885297,1.255504242,1.255504242,0.744495758,0.255504242,0,0,0.255504242,0,0,0.744495758,0,0,0,0,0,0.255504242,0,0.744495758,0,0,0,0,0,0.255504242,0,0.744495758,0.744495758,0.255504242,0,0,0,0,0,0.744495758,0.255504242,0,0,1,0,0,0.255504242,0.744495758,0,1,0,0.255504242,0.744495758,0,0,0.744495758,0,0.255504242,0.255504242,0.744495758,0,1,bad
12,789.8901142,4,3.823797041,55.29063847,1,1,0.176202959,0.823797041,0,0,0,0,0,1,0,0,0,0.823797041,0,0,0,0.176202959,0,0,0,0,0.176202959,0.823797041,0,0,0.176202959,0,0.823797041,0,0,0.823797041,0,0,0.176202959,0,0,1,0,0.823797041,0,0.176202959,0,1,0,0,1,0,0,0.823797041,0,0.176202959,1,0,0,1,bad
15.83616656,2213.367019,2.448935889,2.448935889,32.18297423,1.224467945,1,0.224467945,0,0,0.775532055,0,0,0.224467945,0.775532055,0,0,0,0,0.775532055,0.224467945,0,0,0,0,0,0,0,1,0,0,0.775532055,0,0,0.224467945,0,0,0,0,1,0,0,1,0,0,0.224467945,0.775532055,1,0,0,0.224467945,0,0.775532055,0,0.224467945,0,0.775532055,0.775532055,0.224467945,0,1,bad
18.16758263,1274.87149,3.351953626,3.296092749,36.53632462,1.648046374,1,0,0.351953626,0.648046374,0,0,0.648046374,0,0.351953626,0,0,0,0,0,0,0,1,0,0,0,0.351953626,0,0,0,0.648046374,1,0,0,0,0,0.351953626,0,0,0.648046374,0,0,1,0.351953626,0,0.648046374,0,0,1,0,0.648046374,0.351953626,0,0,0.648046374,0,0.351953626,0.351953626,0.648046374,0,1,bad
28.04118557,6867.958814,2.112255155,1.336765465,55.89804124,1.112255155,1,0,1,0,0,0.887744845,0,0.112255155,0,0,0.112255155,0,0,0.887744845,0,0,0,0,0,0,0,0,1,0,0,0,0,0.887744845,0.112255155,0,0,0.887744845,0,0.112255155,0,0,1,0,0.887744845,0.112255155,0,0.887744845,0.112255155,0,0,1,0,0,1,0,0,0,1,0,1,bad
17.53261774,885.2463527,4,3.844205913,34.98733843,1,1.922102956,0.922102956,0.077897044,0,0,0,0.922102956,0,0.077897044,0,0,0,0,0,1,0,0,0,0,0,0,0,0.922102956,0,0.077897044,0.077897044,0,0,0.922102956,0,0,0,0.077897044,0.922102956,0,0,1,1,0,0,0,0.922102956,0.077897044,0,0,1,0,0,1,0,0,0.077897044,0.922102956,0,1,bad
15.41099417,1440.561663,3.42466537,3.712332685,31.13699806,1.712332685,1.712332685,0.287667315,0.712332685,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.287667315,0,0.712332685,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.712332685,0.287667315,0,0,0.287667315,0,0.712332685,1,0,0,1,bad
17.14378086,1129.858374,4,2.285406379,32.42918724,1,1,0,0.857296811,0,0.142703189,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.142703189,0.857296811,0,0,0.142703189,0,0,0,0.857296811,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.857296811,0.142703189,0,0.857296811,0,0.142703189,1,0,0,1,bad
28.41927648,6360.362521,3.824364053,3.73654608,32.84417744,1,1,0.087817973,0.912182027,0,0,0,0,0,1,0,0,0,0,0.912182027,0,0,0.087817973,0,0,0,0,0,0,0,1,0,0,0,0.912182027,0.087817973,0,0,0,1,0,0,1,0,0.912182027,0.087817973,0,0,1,0,0,1,0,0.087817973,0.912182027,0,0,0.912182027,0.087817973,0,1,bad
32.13472544,2752.227387,3.570525049,3.570525049,31,1.214737475,1,0,0.785262525,0,0.214737475,0.785262525,0.214737475,0,0,0,0,0,0,0.785262525,0.214737475,0,0,0,0,0,0,0,1,0,0,0,0.214737475,0,0.785262525,0,0,0,0,1,0,0,1,0.785262525,0.214737475,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,bad
19.51724762,4151.091897,2.252874603,2.505749206,32.71263016,2,2,0,0.252874603,0,0.747125397,0,0,0,0,1,0.747125397,0,0,0.252874603,0,0,0,0,0,0,0,0,1,0,0,0.747125397,0,0,0.252874603,0,0,0,0,1,0,0,1,0.747125397,0,0.252874603,0,0.252874603,0,0.747125397,0,0.747125397,0.252874603,0,1,0,0,1,0,0,1,bad
36,9436.588601,2.925075982,2.387613973,24,1.462537991,1,0,1,0,0,0,0.462537991,0,0.537462009,0,0,0,0,0,0.537462009,0,0,0,0,0.462537991,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,bad
46.50421446,11702.68251,2,4,26.49297591,2,1,0,0.498595181,0,0.501404819,0,0.501404819,0,0,0.498595181,0.498595181,0,0,0,0,0,0,0,0,0.501404819,0.501404819,0,0.498595181,0,0,0.501404819,0,0,0.498595181,0,0.501404819,0,0,0.498595181,0,0,1,1,0,0,0,0.501404819,0.498595181,0,0,0,1,0,0.498595181,0,0.501404819,1,0,0,1,bad
48,3846.643499,4,3.924471453,34.15105709,1,1.962235727,0.962235727,0,0,0.037764273,0,0,0,0.037764273,0.962235727,1,0,0,0,0,0,0,0,0,0,0.962235727,0,0,0,0.037764273,0.037764273,0.962235727,0,0,0,0,0.037764273,0,0.962235727,0,0,1,0,0,0.962235727,0.037764273,0.037764273,0.962235727,0,0.962235727,0.037764273,0,0,0.037764273,0,0.962235727,1,0,0,1,bad
24,11340.22882,1.947289557,3.052710443,28.68373734,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.947289557,0,0,0,0.052710443,0,0,1,0,0,1,0,0,0,0,0.052710443,0,0,0.947289557,0.947289557,0,0.052710443,1,0,0,0,0.947289557,0.052710443,0,0,0.947289557,0.052710443,1,0,0,0,0.052710443,0.947289557,0,1,bad
26.29852225,1822.233826,4,2.383087042,31.34080465,1,1.808456479,0,0.808456479,0,0.191543521,0,0,0,1,0,0,0,0.191543521,0,0,0,0.808456479,0,0,0,0,0,1,0,0,0.191543521,0,0,0,0.808456479,0,0,0,1,0,0,1,0.808456479,0,0.191543521,0,0,0,1,0.191543521,0.808456479,0,0.808456479,0.191543521,0,0,0.808456479,0.191543521,0,1,bad
26.42428975,6776.043375,2.200578327,4,66.99710836,2,1,0,0.200578327,0,0.799421673,0,0,0.200578327,0.799421673,0,0.200578327,0,0,0,0.799421673,0,0,0,0,0,0,0,0.200578327,0,0.799421673,0.799421673,0,0,0.200578327,0,0,0,0,1,0,0,1,0.799421673,0,0.200578327,0,0,1,0,0,0.200578327,0.799421673,0,1,0,0,0.799421673,0.200578327,0,1,bad
23.79925022,1198.263917,3.866166815,4,58.59475156,1.933083407,1.066916593,0.066916593,0.933083407,0,0,0,0.933083407,0,0.066916593,0,0.066916593,0,0,0,0.933083407,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.066916593,0,0,0.933083407,0,0,1,0.933083407,0.066916593,0,0,0,1,0,0,1,0,0,0.066916593,0,0.933083407,1,0,0,1,bad
25.52721084,2131.363379,4,2,28.84552159,1,1,0.62726757,0,0.37273243,0,0,0,0,1,0,0,0,0,0,0.62726757,0,0.37273243,0,0,0,0,0,1,0,0,1,0,0,0,0,0.62726757,0,0,0.37273243,0.37273243,0.62726757,0,0,0,0.62726757,0.37273243,0.62726757,0,0.37273243,0,1,0,0,1,0,0,1,0,0,1,bad
