A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99,A100,A101,A102,A103,A104,A105,A106,A107,A108,target_label
31.03600693,226404.9267,13,0,0,47.40998268,0,0,0.259001732,0,0.740998268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259001732,0.740998268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
46.03985275,109209.6775,9.990036811,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009963189,0,0,0,0.990036811,0,0,1,0,0,0,0,0,0.990036811,0,0,0,0,0,0.009963189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
40.38973926,122831.381,13,7688,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.266239136,0,0,0,0.733760864,0,0,0,0,0,0,0.266239136,0,0,0,0,0.733760864,0,0.733760864,0,0,0.266239136,0.733760864,0.266239136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733760864,0,0,0,0,0,0,0,0,0.266239136,0,0,No
48.42651704,336046.1106,9,4110.85178,0,56.07228457,0,0,0,0,0.785543086,0.214456914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
43.89935415,85613.83813,8.924515612,0,0,40,0,0,0,0,1,0,0,0,0,0.025161463,0,0,0,0,0,0,0,0,0,0,0.974838537,0,0,0,0,0.974838537,0,0.025161463,0,0,0,0,0,0,0,0.974838537,0,0,0,0.025161463,0,0,0,0,0,0,0,0.025161463,0.974838537,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
41.71178479,177646.8542,10.31945083,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329862709,0,0.670137291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.329862709,0,0,0.670137291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.329862709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670137291,0,0,No
56.87840534,163827.7621,10.17120712,99999,0,40.87840534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29280178,0,0.70719822,0,0,0,0,0,0,0.29280178,0,0,0,0.70719822,0,0.70719822,0,0,0,0,0,0,0,0,0.29280178,0,0,0,0,0.29280178,0,0,0,0.70719822,0,0,0,0,0,1,0.70719822,0.29280178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
41.05747814,161396.8974,13,7298,0,40,0,0,0.188504373,0,0.811495627,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.188504373,0,0,0,0,0,0,0,0,0,0,0.811495627,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
31.17774228,176282.215,11.39258076,7298,0,22.6738729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.803709621,0.196290379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.196290379,0,0,0,0,0,0.803709621,0,0,0,0,0.196290379,0,0,0.803709621,0,0,0,0,0,0,1,0.803709621,0.196290379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
57.67759923,50986.52443,9.338799615,0,0,60,0,0,0.338799615,0,0,0.661200385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661200385,0,0,0,0.338799615,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
42.71642471,255376.1045,13,0,0,38.49503433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.539801373,0,0,0,0,0,0.460198627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.539801373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460198627,0,0,No
40.8517754,38783.89996,12.05982024,0,0,53.13393254,0,0,0,0,0.313393254,0.686606746,0,0,0,0,0,0,0,0,0,0,0,0,0.686606746,0,0,0,0,0,0.313393254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686606746,0,0.313393254,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
30.28341348,53283.86635,9.708533706,0,0,53.13365393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858293259,0.141706741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.141706741,0,0,0,0,0,0,0,0.858293259,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
43.10267255,185832,10.30801765,0,0,47.7946549,0,0,0,0,0.897327451,0,0,0.102672549,0,0,0,0,0,0,0,0,0,0,0.102672549,0,0,0,0,0,0.897327451,0,0,1,0,0,0,0,0,0.102672549,0,0,0,0,0,0.897327451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
43.08684485,96249,9.086844855,0,0,43.56320739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913155145,0,0,0,0.086844855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.913155145,0,0,0,0,0.086844855,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
60.51498515,109227.1899,13.12913173,15024,0,40.64565863,0,0,0,0,0.935434137,0,0.064565863,0,0,0,0,0,0,0,0,0,0,0,0.935434137,0,0,0,0,0.064565863,0,0,0,1,0,0,0,0,0,0,0,0,0.935434137,0,0,0,0,0,0.064565863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
42.28502909,311135.2347,12.0682634,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4658683,0.5341317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
40.22623289,206113.8526,10.54753422,0,0,41.93441777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386883554,0,0.613116446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386883554,0,0.613116446,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
49.18092552,363191.2216,11.36185103,0,0,54.09537242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.590462758,0,0.409537242,0,0,0,0,0.409537242,0,0.590462758,0,0,0,0,0,0,0,0.409537242,0,0,0,0,0,0,0,0,0,0.590462758,0,0,0.409537242,0,0,0,0.590462758,0,0,0,0,1,0.590462758,0.409537242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
25.69962678,176729,11.79850713,0,0,43.49813392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699626784,0,0.300373216,0,0,0,0,0,0,0.300373216,0,0.699626784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300373216,0.699626784,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
62.62679288,36205.10116,7.186603559,0,0,25.05126629,0,0.169514794,0,0,0.830485206,0,0,0,0,0.830485206,0,0,0,0,0,0,0,0,0.169514794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.830485206,0,0,0,0.169514794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
25.28755963,282232.6528,7.915023852,7628.52345,0,58.47496025,0,0,0,0,0,0,1,0,0,0,0.847496025,0,0,0,0,0,0,0,0.152503975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152503975,0,0.847496025,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
41.72790072,219161.7751,14.88801527,0,0,49.44007637,0,0.944007637,0.055992363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055992363,0,0,0,0,0.944007637,0,0,0,1,0,0,0,0,0,0,0,0,0.055992363,0,0,0,0,0,0.944007637,0,0,0,0,1,0,0,0,0,0,0,0.055992363,0,0,0.944007637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944007637,0,0,0,0,0,0,0,0,0,0,0.055992363,0,0,0,0,0,0,0,0,0,0,0,No
46.29703759,104635.0364,9.231029237,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033004177,0.966995823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.966995823,0,0,0.033004177,0,0,0,0,1,0,0,0,0,0,0,0.966995823,0,0,0.033004177,0,1,0,0.966995823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033004177,0,0,No
42.37201222,141310.2885,11.1671093,0,0,44.58222675,0,0,0,0,0.458222675,0,0,0.541777325,0,0,0,0,0,0,0,0,0,0,0.541777325,0,0.458222675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541777325,0,0.458222675,0,0,1,0,0,0,0,0,0,0.541777325,0,0,0.458222675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541777325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458222675,0,0,No
49.85405113,76995.68546,12.51459489,0,0,47.2810767,0,0,0,0,0.514594887,0,0.485405113,0,0,0,0,0,0,0,0,0,0.485405113,0,0.514594887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.514594887,0.485405113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.514594887,0,0,0.485405113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514594887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485405113,0,0,No
35,206951,13.72424913,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931062282,0,0,0.068937718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
40.49758002,32199.97212,13.69854801,0,0,41.00483996,0,0,0.899516004,0,0.100483996,0,0,0,0,0,0,0,0,0,0,0,0,0.100483996,0,0,0,0.899516004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.899516004,0,0,0,0,0.100483996,0,0,0,0,1,0.100483996,0.899516004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
31.11874949,118595.4703,12.44062525,0,0,22.71249696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.279687373,0.720312627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.279687373,0,0,0,0,0.720312627,0,0.279687373,0,0,0,0,0.720312627,0,0,0,0,1,0.720312627,0.279687373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
42.24041136,60966.20505,14.83120253,99999,0,40.84398737,0,0,0,0,0.084398737,0.915601263,0,0,0,0,0,0,0,0,0,0,0,0,0.084398737,0,0,0,0,0.915601263,0,0,0,0.915601263,0,0.084398737,0,0,0,0,0,0,0.915601263,0,0,0,0,0,0,0,0.084398737,0,0,0.915601263,0.084398737,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
38.04151306,377632.7466,9.65282898,2025.728325,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34717102,0,0,0,0.65282898,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34717102,0,0.65282898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
59.15924701,165476.6357,12.36301195,99999,0,42.52225897,0,0,0,0,0.159247012,0,0.840752988,0,0,0,0,0,0,0,0,0,0,0,0.840752988,0,0.159247012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.159247012,0,0.840752988,0,0,0,0,0.840752988,0,0,0,0,0.159247012,0,0,0,0,1,0.159247012,0.840752988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
53.08946443,326139.6104,10.45526778,0,0,40.60702371,0,0.151755928,0,0,0.848244072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151755928,0,0,0,0,0,0.848244072,0,0,1,0,0,0,0,0,0,0,0.848244072,0,0,0,0,0,0,0.151755928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
50.38393531,454205.619,14.9218868,6173.989978,0,40,0,0,0,0,0.154016172,0,0,0.845983828,0,0,0,0,0,0,0,0,0,0,0,0.845983828,0.154016172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.845983828,0,0,0,0,0.154016172,0,0,0,0,1,0.154016172,0.845983828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
51,186308.7485,12.34302667,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835756668,0,0.164243332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164243332,0,0,0,0,0,0,0,0,0.835756668,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
39.55348596,116593.4635,12.22325702,0,0,25.17828654,0,0,0.741085673,0,0.258914327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741085673,0,0,0,0,0,0.258914327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.258914327,0,0,0,0,0.741085673,0,0,0,0,1,0.741085673,0.258914327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
40.52600563,209743.0086,14.70520113,0,0,53.08380732,0,0,0.852600563,0,0.147399437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147399437,0,0,0,0,0.852600563,0,0,0,1,0,0,0,0,0,0,0,0,0.852600563,0,0,0,0,0,0,0,0.147399437,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
45.34449031,110244.7448,14,14715.91045,0,51.96652907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.672245154,0,0.327754846,0,0,0,0,0,0,0.327754846,0,0,0,0,0,0.672245154,0,0,0,0,0.672245154,0.327754846,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
35.83474608,154561.5401,12.16646485,0,0,32.66585938,0,0,0,0,0.791616211,0.208383789,0,0,0,0,0,0,0,0,0,0,0,0,0.791616211,0,0.208383789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.791616211,0.208383789,0,0,0,0,0,0,0,0,0,0,0.791616211,0,0,0,0,0.208383789,0,0.791616211,0,0,0.208383789,0.208383789,0.791616211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208383789,0.791616211,0,No
49.26180391,198202.985,13.36242266,99999,0,65.83881483,0,0,0,0,0.362422657,0.637577343,0,0,0,0,0,0,0,0,0,0,0,0,0.637577343,0,0,0.362422657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.362422657,0,0,0,0,0,0,0,0.637577343,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
51.16675334,174968.7217,10.38874443,0,0,41.9442422,0,0,0.277748886,0,0.722251114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722251114,0.277748886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.277748886,0,0,0,0,0,0,0,0.722251114,0,0,1,0,0,0,0,0,0,0,0.277748886,0,0.722251114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
56.15703655,265087.843,12.32983147,0,0,49.16228934,0,0,0,0,0.832457868,0,0.167542132,0,0,0,0,0,0,0,0,0,0,0,0.832457868,0,0.167542132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.832457868,0,0,0,0,0,0,0,0,0,0.167542132,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
48.93539054,176751.7374,12.55758369,0,1840.504133,44.42416312,0,0,0.852527896,0,0.147472104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852527896,0,0,0,0,0,0.147472104,0,0,1,0,0,0,0,0,0.147472104,0,0,0,0,0,0,0,0,0.852527896,0,0,0,0,1,0,0,0,0,0,0,0,0.147472104,0,0.852527896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
44,171647.4202,11,7636.569082,0,41.45061565,0,0,0.86812585,0,0.13187415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13187415,0,0.86812585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
42.29734462,203782.2832,10,0,0,46.41887948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.716224104,0,0,0,0,0,0,0,0.283775896,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
37.7459276,227948.4756,13,0,0,38.75469892,0,0,0,0,0.749686739,0,0.250313261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.749686739,0,0.250313261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.250313261,0,0,0,0.749686739,0,0,1,0,0,0.749686739,0.250313261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749686739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250313261,0,0,No
48.60047725,123065.6926,15.39952275,0,0,49.50357936,0.300238624,0,0,0,0.699761376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699761376,0,0.300238624,0,0,0,0,0,1,0,0,0,0,0.300238624,0,0,0,0,0,0,0,0,0,0.699761376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
52.93008167,266529,10.93008167,0,0,40.34959166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.930081668,0,0,0,0,0,0,0.069918332,0,0,1,0,0,0,0,0,0,0,0,0.930081668,0,0,0,0,0,0.069918332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
48.5651562,123668.9693,13.42020826,0,0,43.72473967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855052065,0,0,0.144947935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855052065,0,0.144947935,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
33.13426185,231042.8657,9,0,0,49.93450641,0,0,0,0,0.996725321,0.003274679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.996725321,0.003274679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
28.03397041,189656.8091,12.59547061,0,0,57.97735306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898867653,0,0.101132347,0,0,0,0,0,0,0.101132347,0,0.898867653,0,0,0,0,0,0,0,0,0,0,0,0,0.101132347,0,0,0.898867653,0,0.101132347,0.898867653,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
39.63090131,49779.31135,10.84198206,0,0,44.20991028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210495514,0,0,0.789504486,0.789504486,0,0.210495514,0,0,0,0,0,0.789504486,0,0,0,0,0,0,0,0,0.210495514,0,0,0,0,0.210495514,0.789504486,0,0,0,0,0,0,0,0,1,0.789504486,0.210495514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
